id,label,iri,semantic
ZP:0003686,"oligodendrocyte spinal cord decreased amount, abnormal",,phenotype
ENSEMBL:ENSFCAG00000049044,ENSEMBL:ENSFCAG00000049044,,gene
MGI:1298230,Cnot7,,gene
dictyBase:DDB_G0276885,casK,,gene
ENSEMBL:ENSCAFG00000003886,ENSEMBL:ENSCAFG00000003886,,gene
WBPhenotype:0001495,cell division precocious,,phenotype
ZFIN:ZDB-GENE-990415-27,csnk2a1,,gene
FlyBase:FBgn0039225,Ets96B,,gene
522,carvedilol,,drug
FlyBase:FBgn0026174,SkpD,,gene
SGD:S000003367,PRE9,,gene
ENSEMBL:ENSCAFG00000004400,NINL,,gene
ENSEMBL:ENSACAG00000015327,ENSEMBL:ENSACAG00000015327,,gene
HP:0002015,Dysphagia,,phenotype
ENSEMBL:ENSBTAG00000016313,ENSEMBL:ENSBTAG00000016313,,gene
PomBase:SPAC1952.05,gcn5,,gene
HP:0100891,Bifid xiphoid process,,phenotype
ENSEMBL:ENSBTAG00000004736,ENSEMBL:ENSBTAG00000004736,,gene
ENSEMBL:ENSFCAG00000010779,ENSEMBL:ENSFCAG00000010779,,gene
WBPhenotype:0000509,sperm pseudopod variant,,phenotype
MGI:109152,Lig3,,gene
ENSEMBL:ENSPTRG00000015843,ENSEMBL:ENSPTRG00000015843,,gene
ZP:0005734,"muscle morphology, abnormal",,phenotype
ENSEMBL:ENSOANG00000040153,ENSEMBL:ENSOANG00000040153,,gene
FlyBase:FBgn0028691,Rpn9,,gene
HP:0011117,Abnormality of interleukin secretion,,phenotype
ENSEMBL:ENSCAFG00000009018,A0A5F4C6T7,,gene
dictyBase:DDB_G0289339,med21,,gene
ENSEMBL:ENSMODG00000011995,ENSEMBL:ENSMODG00000011995,,gene
MP:0013220,increased pancreas apoptosis,,phenotype
ENSEMBL:ENSGALG00000051188,LOC107054704,,gene
HGNC:7104,MIPEP,,gene
ZP:0000693,"regulation of cardiac muscle contraction by calcium ion signaling disrupted, abnormal",,phenotype
MP:0001515,abnormal grip strength,,phenotype
HP:0012444,Brain atrophy,,phenotype
Xenbase:XB-GENE-6070000,grb2,,gene
WBPhenotype:0000056,late larval arrest,,phenotype
ZP:0000426,"heart increased amount, abnormal",,phenotype
MP:0030906,decreased melanoblast proliferation,,phenotype
ENSEMBL:ENSGALG00000000419,ENSEMBL:ENSGALG00000000419,,gene
RGD:3329,Pik3r1,,gene
HP:0003450,Axonal regeneration,,phenotype
ENSEMBL:ENSECAG00000019139,ENSEMBL:ENSECAG00000019139,,gene
MP:0008249,abnormal common lymphocyte progenitor cell morphology,,phenotype
MP:0000873,thin external granule cell layer,,phenotype
ENSEMBL:ENSCAFG00000008788,MSH3,,gene
ZP:0007119,"epithelial cell somite morphology, abnormal",,phenotype
ENSEMBL:ENSCAFG00000006504,UPF3A,,gene
HP:0006687,Aortic tortuosity,,phenotype
MONARCH:APO_0000029APO_0000005,pseudohyphal growth:absent,,phenotype
RGD:2318303,LOC100362384,,gene
ENSEMBL:ENSMODG00000003423,ENSEMBL:ENSMODG00000003423,,gene
FlyBase:FBgn0032030,Wdr82,,gene
MP:0005329,abnormal myocardium layer morphology,,phenotype
RGD:621375,Ikbkb,,gene
ENSEMBL:ENSCAFG00000001104,ENSEMBL:ENSCAFG00000001104,,gene
ZP:0001397,"retina layer formation delayed, abnormal",,phenotype
ZP:0000349,"olfactory placode aplastic, abnormal",,phenotype
PomBase:SPBC216.07c,tor2,,gene
MGI:1201685,Ctbp1,,gene
MONARCH:APO_0000159APO_0000003,biofilm formation:decreased,,phenotype
WormBase:WBGene00022717,hipr-1,,gene
ENSEMBL:ENSMMUG00000008296,ENSEMBL:ENSMMUG00000008296,,gene
WBPhenotype:0002320,reversal variant,,phenotype
ENSEMBL:ENSMODG00000008639,ENSEMBL:ENSMODG00000008639,,gene
MP:0005406,abnormal heart size,,phenotype
ENSEMBL:ENSFCAG00000015361,ENSEMBL:ENSFCAG00000015361,,gene
ZP:0004704,"endocrine pancreas development disrupted, abnormal",,phenotype
WBPhenotype:0001434,chemotaxis variant,,phenotype
MP:0000488,abnormal intestinal epithelium morphology,,phenotype
MP:0012193,increased keratinocyte migration,,phenotype
ENSEMBL:ENSOANG00000038794,ENSEMBL:ENSOANG00000038794,,gene
HP:0002152,Hyperproteinemia,,phenotype
Xenbase:XB-GENE-486585,hoxc11,,gene
Xenbase:XB-GENE-1017127,ppp6c,,gene
WBPhenotype:0001869,meiotic spindle positioning defective,,phenotype
ENSEMBL:ENSPTRG00000006153,ENSEMBL:ENSPTRG00000006153,,gene
HP:0003251,Male infertility,,phenotype
ENSEMBL:ENSMMUG00000020743,ENSEMBL:ENSMMUG00000020743,,gene
ENSEMBL:ENSOANG00000005094,ENSEMBL:ENSOANG00000005094,,gene
MP:0002023,increased B cell derived lymphoma incidence,,phenotype
MP:0002411,decreased susceptibility to bacterial infection,,phenotype
FBcv:0000377,female fertile,,phenotype
MP:0008339,absent thyrotrophs,,phenotype
MP:0009199,abnormal external male genitalia morphology,,phenotype
ZFIN:ZDB-GENE-030804-2,calm1b,,gene
EnsemblGenome:AT1G04820,EnsemblGenome:AT1G04820,,gene
ZFIN:ZDB-GENE-060126-4,ftr79,,gene
HGNC:2938,DMXL2,,gene
ENSEMBL:ENSFCAG00000007013,ENSEMBL:ENSFCAG00000007013,,gene
RGD:1309457,Med31,,gene
ENSEMBL:ENSPTRG00000021368,ENSEMBL:ENSPTRG00000021368,,gene
WBPhenotype:0001894,nuclear number variant,,phenotype
ENSEMBL:ENSSSCG00000006830,PSMA5,,gene
ENSEMBL:ENSPTRG00000046370,ENSEMBL:ENSPTRG00000046370,,gene
ENSEMBL:ENSFCAG00000010390,ENSEMBL:ENSFCAG00000010390,,gene
MP:0009715,thick epidermis stratum basale,,phenotype
ENSEMBL:ENSACAG00000009470,ENSEMBL:ENSACAG00000009470,,gene
WBPhenotype:0002114,swimming induced paralysis,,phenotype
ENSEMBL:ENSOANG00000013534,ENSEMBL:ENSOANG00000013534,,gene
ENSEMBL:ENSACAG00000004866,ENSEMBL:ENSACAG00000004866,,gene
dictyBase:DDB_G0268632,abpA,,gene
ENSEMBL:ENSFCAG00000014042,ENSEMBL:ENSFCAG00000014042,,gene
PomBase:SPAC1F3.03,sro7,,gene
EFO:0004518,creatinine measurement,,phenotype
ZP:0002494,"muscle contraction arrested, abnormal",,phenotype
ENSEMBL:ENSACAG00000003862,ENSEMBL:ENSACAG00000003862,,gene
ZP:0008444,"angular vestibuloocular reflex decreased process quality, abnormal",,phenotype
ZFIN:ZDB-GENE-130530-643,amfrb,,gene
ZFIN:ZDB-GENE-030131-6529,ppp1cbl,,gene
RGD:1586163,Dmxl2,,gene
GO:0044325,transmembrane transporter binding,,molecular function
WBPhenotype:0002155,pre miRNA processing defective,,phenotype
Coriell:GM04777,NIGMS-GM04777,,biological artifact
WormBase:WBGene00001017,dnc-1,,gene
MP:0009299,decreased mesenteric fat pad weight,,phenotype
SGD:S000004339,KAP95,,gene
ZP:0001460,"notochord deformed, abnormal",,phenotype
ENSEMBL:ENSMODG00000000748,ENSEMBL:ENSMODG00000000748,,gene
ENSEMBL:ENSACAG00000009074,ENSEMBL:ENSACAG00000009074,,gene
MP:0005250,decreased Sertoli cell number,,phenotype
HGNC:15476,DYNLL1,,gene
ZP:0001671,"locomotory behavior disrupted, abnormal",,phenotype
HP:0005974,Episodic ketoacidosis,,phenotype
ENSEMBL:ENSFCAG00000015416,ENSEMBL:ENSFCAG00000015416,,gene
HP:0007772,Impaired smooth pursuit,,phenotype
dictyBase:DDB_G0269144,hspB,,gene
MP:0004152,abnormal circulating iron level,,phenotype
HP:0002089,Pulmonary hypoplasia,,phenotype
RGD:1583592,Zmat2,,gene
ENSEMBL:ENSBTAG00000048623,ENSEMBL:ENSBTAG00000048623,,gene
ENSEMBL:ENSMMUG00000002075,ENSEMBL:ENSMMUG00000002075,,gene
ENSEMBL:ENSGALG00000036218,RAB4A,,gene
ZFIN:ZDB-GENE-041008-78,polr2a,,gene
dictyBase:DDB_G0285563,DDB0186571,,gene
HP:0000609,Optic nerve hypoplasia,,phenotype
ZP:0011673,"adductor mandibulae decreased thickness, abnormal",,phenotype
ENSEMBL:ENSCAFG00000019627,MPP1,,gene
ENSEMBL:ENSMODG00000015566,ENSEMBL:ENSMODG00000015566,,gene
ZP:0001499,"myotome refractivity, abnormal",,phenotype
MGI:105922,Rpl13,,gene
5001,eluxadoline,,drug
ZFIN:ZDB-GENE-020220-1,appb,,gene
NCBITaxon:9823,Sus scrofa,,taxon
ZP:0011505,"posterior margin midbrain increased width, abnormal",,phenotype
HGNC:18418,HYPK,,gene
114,alfentanil,,drug
WBPhenotype:0000099,P lineages variant,,phenotype
ENSEMBL:ENSCAFG00000013918,SLC2A3,,gene
RGD:628747,Etfa,,gene
ZP:0001669,"behavior quality, abnormal",,phenotype
MP:0000440,domed cranium,,phenotype
HP:0011113,Abnormality of cytokine secretion,,phenotype
ENSEMBL:ENSRNOG00000059770,F1M9F3,,gene
ENSEMBL:ENSACAG00000001379,ENSEMBL:ENSACAG00000001379,,gene
ENSEMBL:ENSACAG00000003659,ENSEMBL:ENSACAG00000003659,,gene
FlyBase:FBgn0028474,CG4119,,gene
ZFIN:ZDB-GENE-031016-1,ing5a,,gene
ZFIN:ZDB-GENE-130404-2,rnf20,,gene
MONARCH:APO_0000105APO_0000003,mitochondrial genome maintenance:decreased,,phenotype
MP:0008212,absent mature B cells,,phenotype
HP:0001608,Abnormality of the voice,,phenotype
HGNC:4055,XRCC6,,gene
MP:0002843,decreased systemic arterial blood pressure,,phenotype
HGNC:7672,NCOR1,,gene
WBPhenotype:0000083,L3 arrest,,phenotype
MP:0004718,abnormal vestibular nerve morphology,,phenotype
WBPhenotype:0008001,embryonic cell fate specification variant,,phenotype
MONARCH:APO_0000155APO_0000004,apoptosis:increased,,phenotype
SGD:S000001163,LSM12,,gene
MP:0008682,decreased interleukin-17 secretion,,phenotype
ENSEMBL:ENSBTAG00000006756,MATR3,,gene
HP:0032898,Focal automatism seizure,,phenotype
MP:0002088,abnormal embryonic growth/weight/body size,,phenotype
ENSEMBL:ENSACAG00000012744,ENSEMBL:ENSACAG00000012744,,gene
Coriell:GM04200,NIGMS-GM04200,,biological artifact
HGNC:11441,STX6,,gene
HP:0008232,Elevated circulating follicle stimulating hormone level,,phenotype
HP:0002758,Osteoarthritis,,phenotype
RGD:1303075,Hsp90ab1,,gene
HGNC:3272,EIF3I,,gene
MP:0002206,abnormal CNS synaptic transmission,,phenotype
NCBIGene:498414,LOC498414,,gene
ENSEMBL:ENSPTRG00000019667,ENSEMBL:ENSPTRG00000019667,,gene
ZP:0003838,"lipid droplet brain increased amount, abnormal",,phenotype
ENSEMBL:ENSMODG00000045082,ENSEMBL:ENSMODG00000045082,,gene
MONARCH:APO_0000260APO_0000248,cell cycle progression in anaphase:increased duration,,phenotype
ZP:0010285,"integument neoplastic, abnormal",,phenotype
ZFIN:ZDB-GENE-040426-2149,mhc1zba,,gene
HP:0011990,Abnormality of neutrophil physiology,,phenotype
ENSEMBL:ENSFCAG00000005402,ENSEMBL:ENSFCAG00000005402,,gene
RGD:3375,Ppp1ca,,gene
ZP:0000367,"presumptive diencephalon increased size, abnormal",,phenotype
ZP:0104412,"pancreatic B cell exocrine pancreas increased amount, abnormal",,phenotype
RGD:61813,Ftl1,,gene
FBcv:0002005,lethal - all die during P-stage,,phenotype
PomBase:SPBP19A11.06,lid2,,gene
PomBase:SPBC16A3.15c,nda2,,gene
MP:0005566,decreased blood urea nitrogen level,,phenotype
HP:0000356,Abnormality of the outer ear,,phenotype
MP:0012532,abnormal surface ectoderm morphology,,phenotype
ENSEMBL:ENSFCAG00000022033,ENSEMBL:ENSFCAG00000022033,,gene
EnsemblGenome:AT1G62040,EnsemblGenome:AT1G62040,,gene
HGNC:2365,CRMP1,,gene
MP:0001274,curly vibrissae,,phenotype
MP:0001188,hyperpigmentation,,phenotype
MP:0001700,abnormal embryo turning,,phenotype
WormBase:WBGene00003102,mab-5,,gene
WBPhenotype:0001595,somatic transgene silencing variant,,phenotype
ZP:0019045,"cell projection Muller cell decreased amount, abnormal",,phenotype
RGD:2511,Dync1h1,,gene
RGD:619762,Rab11a,,gene
MP:0006413,increased T cell apoptosis,,phenotype
ENSEMBL:ENSOANG00000006879,ENSEMBL:ENSOANG00000006879,,gene
MP:0005466,abnormal T-helper 2 physiology,,phenotype
ENSEMBL:ENSXETG00000009073,pkp1,,gene
HGNC:5528,IGHG4,,gene
WBPhenotype:0001882,aneuploidy,,phenotype
PomBase:SPBC32F12.02,rec14,,gene
ENSEMBL:ENSOANG00000003398,ENSEMBL:ENSOANG00000003398,,gene
HGNC:6838,MAP1LC3A,,gene
ENSEMBL:ENSOANG00000042470,ENSEMBL:ENSOANG00000042470,,gene
ZP:0021479,"endosome neural crest cell immature, abnormal",,phenotype
ENSEMBL:ENSECAG00000024998,ENSEMBL:ENSECAG00000024998,,gene
MP:0000886,abnormal cerebellar granule layer morphology,,phenotype
ENSEMBL:ENSECAG00000020933,ENSEMBL:ENSECAG00000020933,,gene
MP:0008725,enlarged heart atrium,,phenotype
ENSEMBL:ENSPTRG00000007886,ENSEMBL:ENSPTRG00000007886,,gene
EFO:0007989,monocyte percentage of leukocytes,,phenotype
ENSEMBL:ENSOANG00000049851,ENSEMBL:ENSOANG00000049851,,gene
HP:0008843,Hip osteoarthritis,,phenotype
ZP:0001377,"cyclin-dependent protein serine/threonine kinase activity decreased occurrence, abnormal",,phenotype
MP:0008025,brain vacuoles,,phenotype
ENSEMBL:ENSPTRG00000043192,ENSEMBL:ENSPTRG00000043192,,gene
2119,phenazocine,,drug
ENSEMBL:ENSGALG00000007224,ENSEMBL:ENSGALG00000007224,,gene
ENSEMBL:ENSSSCG00000001862,ETFA,,gene
MP:0010307,abnormal tumor latency,,phenotype
WBPhenotype:0001576,mitochondria spacing variant,,phenotype
ENSEMBL:ENSOANG00000049902,ENSEMBL:ENSOANG00000049902,,gene
HGNC:18381,SYT12,,gene
FlyBase:FBgn0030671,CG8134,,gene
ENSEMBL:ENSECAG00000030778,ENSEMBL:ENSECAG00000030778,,gene
ENSEMBL:ENSCAFG00000003543,ENSEMBL:ENSCAFG00000003543,,gene
ENSEMBL:ENSSSCG00000038558,ENSEMBL:ENSSSCG00000038558,,gene
HP:0040302,Hyperglycerolemia,,phenotype
dictyBase:DDB_G0283971,DDB0185786,,gene
FBcv:0000402,abnormal song,,phenotype
dbSNP:rs6828882,rs6828882-?,,variant
ENSEMBL:ENSPTRG00000020680,ENSEMBL:ENSPTRG00000020680,,gene
SGD:S000000147,PIN4,,gene
FBcv:0002013,majority die during second instar larval stage,,phenotype
PomBase:SPAC29A4.05,cam2,,gene
ENSEMBL:ENSSSCG00000039034,ENSEMBL:ENSSSCG00000039034,,gene
ZP:0008039,"Z disc cardiac muscle cell increased width, abnormal",,phenotype
ZP:0000412,"cranial nerve II aplastic, abnormal",,phenotype
ENSEMBL:ENSSSCG00000039843,IPO9,,gene
MP:0002631,abnormal epididymis morphology,,phenotype
FlyBase:FBgn0028737,eEF1beta,,gene
FlyBase:FBgn0030018,slpr,,gene
FlyBase:FBgn0051354,Hsp70Bbb,,gene
ENSEMBL:ENSCAFG00000000338,ENSEMBL:ENSCAFG00000000338,,gene
MP:0011239,abnormal skin coloration,,phenotype
RGD:1306254,Ap2a1,,gene
ENSEMBL:ENSMODG00000003648,ENSEMBL:ENSMODG00000003648,,gene
HP:0000965,Cutis marmorata,,phenotype
WormBase:WBGene00007529,C11H1.3,,gene
FlyBase:FBgn0003339,Scr,,gene
MONARCH:APO_0000197APO_0000004,colony sectoring:increased,,phenotype
RGD:1305980,Mbd1,,gene
HGNC:11205,SP1,,gene
EFO:0004318,smoking behavior,,phenotype
MGI:1861457,Dynll1,,gene
Xenbase:XB-GENE-995595,rae1,,gene
MP:0004948,abnormal neuronal precursor proliferation,,phenotype
HP:0001488,Bilateral ptosis,,phenotype
NCBITaxon:9685,Felis catus,,taxon
HGNC:50546,LINC01337,,gene
ENSEMBL:ENSPTRG00000008952,ENSEMBL:ENSPTRG00000008952,,gene
HP:0010626,Anterior pituitary agenesis,,phenotype
MP:0005070,impaired natural killer cell mediated cytotoxicity,,phenotype
ENSEMBL:ENSOANG00000003533,ENSEMBL:ENSOANG00000003533,,gene
ZFIN:ZDB-GENE-030131-7320,si:dkey-33c12.3,,gene
WormBase:WBGene00013415,ilcr-1,,gene
NCBIGene:504357,AXIN1,,gene
dictyBase:DDB_G0276335,pyr1-3,,gene
RGD:2409,Dpysl4,,gene
RGD:1565187,Kif9,,gene
ZP:0010453,"striated muscle myosin thick filament slow muscle cell disorganized, abnormal",,phenotype
ZP:0006625,"pharyngeal arch disorganized, abnormal",,phenotype
ENSEMBL:ENSGALG00000031720,ENSEMBL:ENSGALG00000031720,,gene
dictyBase:DDB_G0288873,DDB0219387,,gene
MP:0011951,increased cardiac stroke volume,,phenotype
MP:0001454,abnormal cued conditioning behavior,,phenotype
ZP:0019046,"cell projection Muller cell disorganized, abnormal",,phenotype
ZFIN:ZDB-GENE-000509-3,smad3a,,gene
PomBase:SPAC589.07c,atg1801,,gene
ENSEMBL:ENSMMUG00000019529,ENSEMBL:ENSMMUG00000019529,,gene
Xenbase:XB-GENE-6070198,eif3g,,gene
ENSEMBL:ENSACAG00000000745,ENSEMBL:ENSACAG00000000745,,gene
Xenbase:XB-GENE-999052,hypk,,gene
ENSEMBL:ENSOANG00000043454,ENSEMBL:ENSOANG00000043454,,gene
ENSEMBL:ENSOANG00000006175,ENSEMBL:ENSOANG00000006175,,gene
MP:0013501,increased fibroblast apoptosis,,phenotype
ZFIN:ZDB-GENE-020430-1,flot1a,,gene
dbSNP:rs149109767,rs149109767-AGAG,,variant
MP:0005632,decreased circulating aspartate transaminase level,,phenotype
ENSEMBL:ENSMMUG00000003620,ENSEMBL:ENSMMUG00000003620,,gene
dictyBase:DDB_G0282261,ech1,,gene
ZP:0006599,"dorsal aorta absent, abnormal",,phenotype
MGI:103575,Skp1,,gene
MP:0008496,decreased IgG2a level,,phenotype
ZP:0019193,"heart decreased amount, abnormal",,phenotype
ZP:0005472,"synaptic vesicle lumen acidification decreased process quality, abnormal",,phenotype
HGNC:19421,ING5,,gene
WormBase:WBGene00008053,cdc-48.2,,gene
Xenbase:XB-GENE-489955,rangap1,,gene
ENSEMBL:ENSCAFG00000032604,ENSEMBL:ENSCAFG00000032604,,gene
Coriell:GM05428,NIGMS-GM05428,,biological artifact
ENSEMBL:ENSBTAG00000045839,G3N2K6,,gene
RGD:1598234,RT1-CE4,,gene
ENSEMBL:ENSMMUG00000000754,ENSEMBL:ENSMMUG00000000754,,gene
FlyBase:FBgn0259227,CG42327,,gene
ENSEMBL:ENSMODG00000015187,ENSEMBL:ENSMODG00000015187,,gene
EnsemblGenome:BAA16405,EnsemblGenome:BAA16405,,gene
ENSEMBL:ENSCAFG00000002544,ENSEMBL:ENSCAFG00000002544,,gene
ZFIN:ZDB-GENE-041114-7,opa1,,gene
Xenbase:XB-GENE-5917368,rcn2,,gene
HP:0030515,Moderately reduced visual acuity,,phenotype
Xenbase:XB-GENE-973592,cops7b,,gene
ENSEMBL:ENSMMUG00000006799,ENSEMBL:ENSMMUG00000006799,,gene
ENSEMBL:ENSOANG00000014970,ENSEMBL:ENSOANG00000014970,,gene
ENSEMBL:ENSOANG00000003847,ENSEMBL:ENSOANG00000003847,,gene
HP:0005280,Depressed nasal bridge,,phenotype
MP:0004601,abnormal vertebral spinous process morphology,,phenotype
dictyBase:DDB_G0275955,rabH,,gene
ENSEMBL:ENSECAG00000017646,ENSEMBL:ENSECAG00000017646,,gene
ENSEMBL:ENSFCAG00000003182,ENSEMBL:ENSFCAG00000003182,,gene
ENSEMBL:ENSGALG00000011174,ENSEMBL:ENSGALG00000011174,,gene
ENSEMBL:ENSFCAG00000015145,ENSEMBL:ENSFCAG00000015145,,gene
ENSEMBL:ENSMODG00000014043,ENSEMBL:ENSMODG00000014043,,gene
MP:0010940,abnormal maxillary prominence morphology,,phenotype
ENSEMBL:ENSACAG00000005706,ENSEMBL:ENSACAG00000005706,,gene
ENSEMBL:ENSSSCG00000024119,GLB1,,gene
EnsemblGenome:AT1G11080,EnsemblGenome:AT1G11080,,gene
EnsemblGenome:AT4G31710,EnsemblGenome:AT4G31710,,gene
dictyBase:DDB_G0279305,rsmJ,,gene
WBPhenotype:0001885,cleavage furrow initiation defective early emb,,phenotype
MGI:3528067,Tg(HDexon1)62Gpb; Tgm2<tm1.1Rmgr>/Tgm2<+> [involves: 129X1/SvJ * C57BL/6 * CBA],,genotype
ENSEMBL:ENSMMUG00000003303,ENSEMBL:ENSMMUG00000003303,,gene
MGI:1270126,Ulk1,,gene
ENSEMBL:ENSBTAG00000045727,EPPK1,,gene
ZP:0019108,"cornea degenerate, abnormal",,phenotype
SGD:S000000373,SSE2,,gene
FlyBase:FBgn0042712,HBS1,,gene
ZP:0018639,"heart increased distribution, abnormal",,phenotype
MP:0030939,abnormal autophagosome formation,,phenotype
ENSEMBL:ENSFCAG00000005047,ENSEMBL:ENSFCAG00000005047,,gene
MP:0005317,increased triglyceride level,,phenotype
WBPhenotype:0001636,excess intestinal cells,,phenotype
MP:0020533,decreased pons size,,phenotype
ENSEMBL:ENSACAG00000004802,ENSEMBL:ENSACAG00000004802,,gene
FlyBase:FBgn0025632,CG4313,,gene
ZP:0003302,"ceratobranchial cartilage malformed, abnormal",,phenotype
ENSEMBL:ENSFCAG00000015654,ENSEMBL:ENSFCAG00000015654,,gene
P00533,Epidermal growth factor receptor,,gene product
MP:0006262,increased testis tumor incidence,,phenotype
ENSEMBL:ENSFCAG00000039185,ENSEMBL:ENSFCAG00000039185,,gene
WBPhenotype:0002010,protein turnover variant,,phenotype
ENSEMBL:ENSMODG00000015724,ENSEMBL:ENSMODG00000015724,,gene
MP:0003915,increased left ventricle weight,,phenotype
MP:0005166,decreased susceptibility to injury,,phenotype
WBPhenotype:0000934,developmental morphology variant,,phenotype
MP:0004748,increased susceptibility to age-related hearing loss,,phenotype
MP:0000696,abnormal Peyer's patch morphology,,phenotype
FlyBase:FBgn0026176,SkpB,,gene
Xenbase:XB-GENE-6258415,tcerg1,,gene
MGI:5565691,Tg(UBC-GFP/HTT*84Q)22Shya [involves: FVB],,genotype
HP:0010830,Impaired tactile sensation,,phenotype
HP:0000501,Glaucoma,,phenotype
WormBase:WBGene00018307,dyla-1,,gene
EFO:0008459,response to mepolizumab,,phenotype
ENSEMBL:ENSBTAG00000050050,OR10A5G,,gene
HP:0000164,Abnormality of the dentition,,phenotype
MP:0009289,decreased epididymal fat pad weight,,phenotype
ENSEMBL:ENSMODG00000011382,ENSEMBL:ENSMODG00000011382,,gene
Xenbase:XB-GENE-1014070,msh3,,gene
ZFIN:ZDB-GENE-030131-6018,hspa4b,,gene
ENSEMBL:ENSACAG00000017344,ENSEMBL:ENSACAG00000017344,,gene
ENSEMBL:ENSMMUG00000016670,ENSEMBL:ENSMMUG00000016670,,gene
MP:0005616,decreased susceptibility to type IV hypersensitivity reaction,,phenotype
FlyBase:FBgn0029893,CG14442,,gene
ZP:0020456,"ceratobranchial 5 tooth hypoplastic, abnormal",,phenotype
ZP:0002303,"pharyngeal arch 3-7 aplastic, abnormal",,phenotype
ZP:0000240,"whole organism bent, abnormal",,phenotype
HP:0001643,Patent ductus arteriosus,,phenotype
ZFIN:ZDB-GENE-081104-387,huwe1,,gene
RGD:69353,Ech1,,gene
ZP:0010630,"swim bladder inflation decreased process quality, abnormal",,phenotype
HP:0000422,Abnormal nasal bridge morphology,,phenotype
MP:0010225,abnormal quadriceps morphology,,phenotype
ENSEMBL:ENSFCAG00000004808,ENSEMBL:ENSFCAG00000004808,,gene
Xenbase:XB-GENE-493102,efr3a,,gene
ENSEMBL:ENSGALG00000000377,ENSEMBL:ENSGALG00000000377,,gene
ENSEMBL:ENSSSCG00000008274,DCTN1,,gene
MONARCH:APO_0000157APO_0000003,utilization of iron source:decreased,,phenotype
ZFIN:ZDB-GENE-081107-14,znf451,,gene
HP:0001640,Cardiomegaly,,phenotype
Xenbase:XB-GENE-492029,ulk1,,gene
FlyBase:FBgn0260444,Not10,,gene
ENSEMBL:ENSGALG00000052529,RNF4,,gene
ZP:0020597,"hindbrain mislocalised, abnormal",,phenotype
ZP:0003412,"Meckel's cartilage deformed, abnormal",,phenotype
RGD:2441,Ctbp1,,gene
ENSEMBL:ENSSSCG00000021408,TKT,,gene
ENSEMBL:ENSGALG00000017706,ENSEMBL:ENSGALG00000017706,,gene
MGI:1915445,Rnaset2a,,gene
Xenbase:XB-GENE-1217661,morc3,,gene
