id,semantic_groups,name
MP:0001906,DISO,increased dopamine level
HGNC:18039,GENE,KDM5B
ZP:0000012,DISO,"somite morphology, abnormal"
PomBase:SPBC16A3.18,GENO,cip1
WormBase:WBGene00012716,ORTH,Y39E4B.5
WBPhenotype:0002189,DISO,extra linker cells
ENSEMBL:ENSSSCG00000015212,ORTH,FEZ1
ENSEMBL:ENSGALG00000000317,ORTH,NEFM
ZP:0002192,DISO,"cytoskeleton motor neuron disorganized, abnormal"
dictyBase:DDB_G0292382,GENO,psmC5
HP:0001711,DISO,Abnormal left ventricle morphology
WBPhenotype:0000675,DISO,zygotic lethal
ZFIN:ZDB-GENE-041010-181,ORTH,zgc:101679
WBPhenotype:0000628,DISO,spindle assembly defective early emb
ENSEMBL:ENSACAG00000005108,ORTH,ENSEMBL:ENSACAG00000005108
MP:0001282,DISO,short vibrissae
ENSEMBL:ENSMMUG00000013090,ORTH,ENSEMBL:ENSMMUG00000013090
ENSEMBL:ENSCAFG00000009691,ORTH,AP2A2
MP:0020471,DISO,abnormal circadian behavior persistence
MP:0008325,DISO,abnormal gonadotroph morphology
dictyBase:DDB_G0287729,GENO,DDB0187596
ZP:0012870,DISO,"apoptotic process process quality, abnormal"
ZFIN:ZDB-GENE-040115-4,ORTH,pfn2
MONARCH:APO_0000155APO_0000004,GENO,apoptosis:increased
ZP:0014806,DISO,"neuromuscular process controlling balance process quality, abnormal"
WormBase:WBGene00004814,ORTH,skr-8
ENSEMBL:ENSFCAG00000001256,ORTH,ENSEMBL:ENSFCAG00000001256
ENSEMBL:ENSFCAG00000027866,ORTH,ENSEMBL:ENSFCAG00000027866
ENSEMBL:ENSACAG00000007097,ORTH,ENSEMBL:ENSACAG00000007097
dictyBase:DDB_G0289339,GENO,med21
ENSEMBL:ENSACAG00000015347,ORTH,ENSEMBL:ENSACAG00000015347
ENSEMBL:ENSPTRG00000048790,ORTH,ENSEMBL:ENSPTRG00000048790
ENSEMBL:ENSECAG00000018079,ORTH,ENSEMBL:ENSECAG00000018079
Xenbase:XB-GENE-5910008,ORTH,chuk
dictyBase:DDB_G0286013,GENO,repE
Xenbase:XB-GENE-5844181,ORTH,zfc3h1
HP:0000952,DISO,Jaundice
ENSEMBL:ENSOANG00000001193,ORTH,ENSEMBL:ENSOANG00000001193
dbSNP:rs3889139,GENO,rs3889139-?
ENSEMBL:ENSPTRG00000009791,ORTH,ENSEMBL:ENSPTRG00000009791
WBPhenotype:0001103,DISO,spindle absent early emb
MP:0009713,DISO,enhanced conditioned place preference behavior
ENSEMBL:ENSFCAG00000029288,ORTH,ENSEMBL:ENSFCAG00000029288
WBPhenotype:0001171,DISO,shortened life span
FlyBase:FBgn0036260,ORTH,Rh7
MP:0009177,DISO,decreased pancreatic alpha cell number
MONARCH:APO_0000199APO_0000003,GENO,chitin deposition:decreased
dbSNPIndividual:18613,GENO,47;XY;t(1;3)(3qter->3q?21::1p?32->1qter;&#x0D;&#x0A;3pter->3q?21::1p?32->1pter);+20[8]/46;XY[12] [GM01085]
ENSEMBL:ENSOANG00000013293,ORTH,ENSEMBL:ENSOANG00000013293
MP:0000880,DISO,decreased Purkinje cell number
MP:0001648,DISO,abnormal apoptosis
MP:0004203,DISO,abnormal cranial flexure morphology
ZFIN:ZDB-GENE-040724-77,ORTH,carm1
ZP:0019042,DISO,"synapse eye photoreceptor cell poorly differentiated, abnormal"
WBPhenotype:0000700,DISO,multivulva
HP:0004444,DISO,Spherocytosis
ENSEMBL:ENSECAG00000015999,ORTH,ENSEMBL:ENSECAG00000015999
MP:0000226,DISO,abnormal mean corpuscular volume
FlyBase:FBgn0034237,ORTH,eIF3b
ENSEMBL:ENSECAG00000015514,ORTH,ENSEMBL:ENSECAG00000015514
ZFIN:ZDB-GENE-050419-81,ORTH,synm
WBPhenotype:0001378,DISO,mitotic chromosome segregation variant
ENSEMBL:ENSBTAG00000026753,ORTH,CXCR1
MONARCH:APO_0000276APO_0000003,GENO,prion formation:decreased
ENSEMBL:ENSBTAG00000000237,ORTH,LOC101906182
ENSEMBL:ENSOANG00000046617,ORTH,ENSEMBL:ENSOANG00000046617
ENSEMBL:ENSOANG00000044470,ORTH,ENSEMBL:ENSOANG00000044470
WormBase:WBGene00004506,ORTH,rpt-6
HP:0002007,DISO,Frontal bossing
ENSEMBL:ENSSSCG00000041318,ORTH,ENSEMBL:ENSSSCG00000041318
HGNC:19421,GENE,ING5
ENSEMBL:ENSOANG00000005892,ORTH,ENSEMBL:ENSOANG00000005892
ZP:0003232,DISO,"pericardial cavity edematous, abnormal"
WormBase:WBGene00009010,ORTH,F21D5.5
MP:0005317,DISO,increased triglyceride level
MP:0005348,DISO,increased T cell proliferation
MONARCH:APO_0000089APO_0000002,GENO,budding index:abnormal
MP:0004783,DISO,abnormal cardinal vein morphology
MGI:5432179,ORTH,Gt(ROSA)26Sor<tm51(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified]
MGI:1922816,ORTH,Ing5
MGI:1316652,ORTH,Prmt2
MP:0008217,DISO,abnormal B cell activation
WBPhenotype:0001663,DISO,organism oxidative stress resistant
ZP:0004045,DISO,"head immature, abnormal"
dictyBase:DDB_G0289881,GENO,atg5
WBPhenotype:0001320,DISO,endogenous synaptic amplitude variant
WormBase:WBGene00003925,ORTH,pas-4
MP:0001131,DISO,abnormal ovarian follicle morphology
ZFIN:ZDB-GENE-030131-3777,ORTH,tardbpb
MP:0002570,DISO,alcohol aversion
Xenbase:XB-GENE-5871354,ORTH,ap2b1
RGD:1306362,ORTH,Rab35
ENSEMBL:ENSMODG00000004076,ORTH,ENSEMBL:ENSMODG00000004076
FlyBase:FBgn0024556,ORTH,mEFTu1
ENSEMBL:ENSECAG00000021306,ORTH,ENSEMBL:ENSECAG00000021306
ENSEMBL:ENSOANG00000002058,ORTH,ENSEMBL:ENSOANG00000002058
MP:0008346,DISO,increased gamma-delta T cell number
ENSEMBL:ENSBTAG00000020262,ORTH,ENSEMBL:ENSBTAG00000020262
ENSEMBL:ENSSSCG00000031302,ORTH,CTBP1
HP:0000414,DISO,Bulbous nose
ZFIN:ZDB-GENE-050522-205,ORTH,nefma
ENSEMBL:ENSFCAG00000024797,ORTH,ENSEMBL:ENSFCAG00000024797
HP:0100785,DISO,Insomnia
ZP:0002184,DISO,"midbrain development disrupted, abnormal"
ENSEMBL:ENSFCAG00000039185,ORTH,ENSEMBL:ENSFCAG00000039185
WormBase:WBGene00010698,ORTH,K08H10.6
dictyBase:DDB_G0274605,GENO,gefR
FlyBase:FBgn0030386,ORTH,CG2574
PomBase:SPBC1734.16c,GENO,pst3
ENSEMBL:ENSFCAG00000009990,ORTH,ENSEMBL:ENSFCAG00000009990
ENSEMBL:ENSACAG00000001148,ORTH,ENSEMBL:ENSACAG00000001148
ENSEMBL:ENSFCAG00000003344,ORTH,ENSEMBL:ENSFCAG00000003344
ENSEMBL:ENSGALG00000011330,ORTH,ENSEMBL:ENSGALG00000011330
ENSEMBL:ENSPTRG00000005684,ORTH,ENSEMBL:ENSPTRG00000005684
ENSEMBL:ENSOANG00000038794,ORTH,ENSEMBL:ENSOANG00000038794
HP:0010819,DISO,Atonic seizure
ENSEMBL:ENSACAG00000010120,ORTH,ENSEMBL:ENSACAG00000010120
MONARCH:APO_0000087APO_0000004,GENO,resistance to chemicals:increased
HGNC:1974,GENE,CHUK
PomBase:SPAC4D7.05,GENO,sum1
dictyBase:DDB_G0288677,GENO,cdk5
ENSEMBL:ENSGALG00000036678,ORTH,ETV4
Xenbase:XB-GENE-5866629,ORTH,f8a1
MP:0011999,DISO,abnormal tail length
dictyBase:DDB_G0280017,GENO,DDB0218210
XPO:0102358,GENO,abnormal tail morphology
ENSEMBL:ENSOANG00000014057,ORTH,ENSEMBL:ENSOANG00000014057
RGD:70967,ORTH,Casp6
Xenbase:XB-GENE-6067221,ORTH,pik3r1
MGI:1923235,ORTH,Rab30
ENSEMBL:ENSFCAG00000010939,ORTH,ENSEMBL:ENSFCAG00000010939
MP:0008567,DISO,decreased interferon-gamma secretion
ENSEMBL:ENSGALG00000002925,ORTH,ETFA
HGNC:12508,GENE,UBQLN1
ENSEMBL:ENSBTAG00000000746,ORTH,KAT2B
ENSEMBL:ENSBTAG00000003697,ORTH,ENSEMBL:ENSBTAG00000003697
ENSEMBL:ENSMODG00000011679,ORTH,ENSEMBL:ENSMODG00000011679
ENSEMBL:ENSSSCG00000015814,ORTH,TACC1
MP:0008664,DISO,decreased interleukin-12 secretion
WBPhenotype:0000319,DISO,large
ENSEMBL:ENSGALG00000008572,ORTH,ENSEMBL:ENSGALG00000008572
MP:0005296,DISO,abnormal humerus morphology
EFO:0005763,GENO,pulse pressure measurement
ENSEMBL:ENSMODG00000015156,ORTH,ENSEMBL:ENSMODG00000015156
ENSEMBL:ENSPTRG00000010851,ORTH,ENSEMBL:ENSPTRG00000010851
ENSEMBL:ENSMODG00000018722,ORTH,ENSEMBL:ENSMODG00000018722
HP:0002090,DISO,Pneumonia
ZP:0101303,DISO,"ventral region forebrain increased amount, abnormal"
ENSEMBL:ENSBTAG00000017002,ORTH,ENSEMBL:ENSBTAG00000017002
MP:0009903,DISO,abnormal medial nasal prominence morphology
MP:0006071,DISO,abnormal retinal progenitor cell morphology
MP:0012516,DISO,absent metencephalon
MGI:4881525,ORTH,Tg(YAC46)668Hay [involves: FVB/N]
MP:0010398,DISO,decreased liver glycogen level
ENSEMBL:ENSSSCG00000029174,ORTH,ENSEMBL:ENSSSCG00000029174
MP:0011095,DISO,"embryonic lethality between implantation and placentation, complete penetrance"
ZP:0000574,DISO,"central nervous system development disrupted, abnormal"
RGD:1304556,ORTH,Actg1
ZP:0000336,DISO,"thalamus development process quality, abnormal"
SGD:S000005364,ORTH,SIN3
MONARCH:APO_0000075APO_0000002,GENO,endocytosis:abnormal
MP:0008009,DISO,delayed cellular replicative senescence
HP:0005518,DISO,Increased mean corpuscular volume
HGNC:8607,GENE,PRKN
ENSEMBL:ENSOANG00000013220,ORTH,ENSEMBL:ENSOANG00000013220
MP:0000488,DISO,abnormal intestinal epithelium morphology
UBERON:0000465,ANAT,material anatomical entity
ENSEMBL:ENSPTRG00000024276,ORTH,ENSEMBL:ENSPTRG00000024276
ZP:0000339,DISO,"forebrain development disrupted, abnormal"
ENSEMBL:ENSPTRG00000011444,ORTH,ENSEMBL:ENSPTRG00000011444
WormBase:WBGene00022800,ORTH,ZK688.5
ENSEMBL:ENSGALG00000035254,ORTH,LOC107051192
ENSEMBL:ENSGALG00000041625,ORTH,ENSEMBL:ENSGALG00000041625
HP:0005978,DISO,Type II diabetes mellitus
ENSEMBL:ENSOANG00000012459,ORTH,ENSEMBL:ENSOANG00000012459
ZP:0017624,DISO,"replacement tooth 4V immature, abnormal"
MP:0003289,DISO,abnormal intestinal peristalsis
HP:0001270,DISO,Motor delay
MP:0001553,DISO,abnormal circulating free fatty acids level
WormBase:WBGene00002005,ORTH,hsp-1
ENSEMBL:ENSCAFG00000011876,ORTH,ENSEMBL:ENSCAFG00000011876
ENSEMBL:ENSMODG00000042018,ORTH,ENSEMBL:ENSMODG00000042018
Xenbase:XB-GENE-990470,ORTH,kif18a
MP:0000688,DISO,lymphoid hyperplasia
MP:0003463,DISO,abnormal single cell response
FlyBase:FBgn0003888,ORTH,betaTub60D
ZP:0016446,DISO,"response to oxidative stress process quality, abnormal"
PomBase:SPCC1739.13,GENO,ssa2
ZP:0001461,DISO,"somite U-shaped, abnormal"
HP:0000716,DISO,Depression
HP:0000492,DISO,Abnormal eyelid morphology
ENSEMBL:ENSACAG00000005379,ORTH,ENSEMBL:ENSACAG00000005379
Xenbase:XB-GENE-5841406,ORTH,psme4
ENSEMBL:ENSECAG00000018948,ORTH,ENSEMBL:ENSECAG00000018948
ENSEMBL:ENSACAG00000004345,ORTH,ENSEMBL:ENSACAG00000004345
FBcv:0000356,DISO,abnormal body color
ENSEMBL:ENSGALG00000011209,ORTH,EVL
MP:0010951,DISO,abnormal lipid oxidation
ENSEMBL:ENSCAFG00000004686,ORTH,A0A5F4DH63
MONARCH:APO_0000102APO_0000002,GENO,respiratory metabolism:abnormal
ENSEMBL:ENSMMUG00000011325,ORTH,ENSEMBL:ENSMMUG00000011325
ENSEMBL:ENSMMUG00000012957,ORTH,ENSEMBL:ENSMMUG00000012957
ENSEMBL:ENSMMUG00000004802,ORTH,ENSEMBL:ENSMMUG00000004802
ZP:0002403,DISO,"retina increased occurrence apoptotic process, abnormal"
MP:0008572,DISO,abnormal Purkinje cell dendrite morphology
ENSEMBL:ENSACAG00000012607,ORTH,ENSEMBL:ENSACAG00000012607
WBPhenotype:0001761,DISO,axon midline crossing variant
ZP:0100131,DISO,"myotome has fewer parts of type skeletal muscle cell skeletal muscle myofibril skeletal muscle cell, abnormal"
MONARCH:APO_0000028APO_0000003,GENO,invasive growth:decreased
HP:0001660,DISO,Truncus arteriosus
ZP:0003239,DISO,"facial nerve motor nucleus mislocalised anteriorly, abnormal"
Coriell:GM04830,GENO,NIGMS-GM04830
ENSEMBL:ENSFCAG00000033628,ORTH,ENSEMBL:ENSFCAG00000033628
ENSEMBL:ENSFCAG00000000686,ORTH,ENSEMBL:ENSFCAG00000000686
ENSEMBL:ENSECAG00000024558,ORTH,ENSEMBL:ENSECAG00000024558
ENSEMBL:ENSCAFG00000043610,ORTH,A0A5F4C3C0
WBPhenotype:0001152,DISO,pronuclear migration defective early emb
ENSEMBL:ENSMMUG00000008006,ORTH,ENSEMBL:ENSMMUG00000008006
MP:0013666,DISO,decreased immature NK cell number
FlyBase:FBgn0021814,ORTH,Vps28
ZP:0019546,DISO,"opercle decreased amount, abnormal"
ENSEMBL:ENSBTAG00000049584,ORTH,ENSEMBL:ENSBTAG00000049584
ENSEMBL:ENSMODG00000016396,ORTH,ENSEMBL:ENSMODG00000016396
ENSEMBL:ENSBTAG00000015591,ORTH,SQSTM1
HP:0000778,DISO,Hypoplasia of the thymus
ZFIN:ZDB-GENE-041114-53,ORTH,rab11a
MP:0002401,DISO,abnormal lymphopoiesis
HP:0030731,DISO,Carcinoma
WormBase:WBGene00007354,ORTH,C06A1.3
ENSEMBL:ENSPTRG00000033948,ORTH,ENSEMBL:ENSPTRG00000033948
ZFIN:ZDB-GENE-030131-6898,ORTH,hnrnpm
MP:0003858,DISO,enhanced coordination
MONARCH:APO_0000255APO_0000002,GENO,cell cycle progression in G1 phase:abnormal
ENSEMBL:ENSFCAG00000015254,ORTH,ENSEMBL:ENSFCAG00000015254
ENSEMBL:ENSCAFG00000046942,ORTH,A0A5F4D7S4
ENSEMBL:ENSCAFG00000013641,ORTH,ENSEMBL:ENSCAFG00000013641
ENSEMBL:ENSMODG00000024125,ORTH,ENSEMBL:ENSMODG00000024125
ZP:0000044,DISO,"heart quality, abnormal"
ENSEMBL:ENSMMUG00000002332,ORTH,ENSEMBL:ENSMMUG00000002332
ENSEMBL:ENSBTAG00000006756,ORTH,MATR3
HGNC:7879,GENE,CNOT3
ENSEMBL:ENSSSCG00000009742,ORTH,ULK1
SGD:S000004478,ORTH,PPZ1
FBcv:0002011,DISO,majority die during first instar larval stage
MP:0002896,DISO,abnormal bone mineralization
ENSEMBL:ENSBTAG00000052778,ORTH,A0A3Q1LJX4
EFO:0004518,GENO,creatinine measurement
MP:0009116,DISO,abnormal brown fat cell morphology
HP:0005563,DISO,Decreased numbers of nephrons
HGNC:115,GENE,ACLY
ENSEMBL:ENSCAFG00000007528,ORTH,ENSEMBL:ENSCAFG00000007528
ENSEMBL:ENSMODG00000002800,ORTH,ENSEMBL:ENSMODG00000002800
HP:0100247,DISO,Recurrent singultus
HGNC:9282,GENE,PPP1CB
ZP:0006380,DISO,"photoreceptor cell outer segment organization disrupted, abnormal"
WBPhenotype:0000105,DISO,oocyte meiotic maturation variant
ZP:0011935,DISO,"nuclear pore intestine malformed, abnormal"
MP:0001565,DISO,abnormal circulating phosphate level
MP:0006126,DISO,abnormal cardiac outflow tract development
MP:0005329,DISO,abnormal myocardium layer morphology
ZFIN:ZDB-GENE-110914-185,ORTH,il17ra1b
dbSNP:rs3013648,GENO,rs3013648-?
HP:0011808,DISO,Decreased patellar reflex
HGNC:25501,GENE,BSDC1
MP:0000811,DISO,hippocampal neuron degeneration
PomBase:SPAC6G10.11c,GENO,ubi3
ENSEMBL:ENSMMUG00000023515,ORTH,ENSEMBL:ENSMMUG00000023515
ZFIN:ZDB-GENE-051202-2,ORTH,grin1b
HP:0100704,DISO,Cerebral visual impairment
ZP:0000356,DISO,"eye absent, abnormal"
MP:0005391,DISO,vision/eye phenotype
ENSEMBL:ENSOANG00000012814,ORTH,ENSEMBL:ENSOANG00000012814
Coriell:GM02080,GENO,NIGMS-GM02080
MP:0001688,DISO,abnormal somite development
ENSEMBL:ENSGALG00000013616,ORTH,ENSEMBL:ENSGALG00000013616
ENSEMBL:ENSMMUG00000001645,ORTH,ENSEMBL:ENSMMUG00000001645
WormBase:WBGene00006791,ORTH,unc-57
WBPhenotype:0002606,DISO,necrotic cell death decreased
ENSEMBL:ENSPTRG00000017626,ORTH,ENSEMBL:ENSPTRG00000017626
ENSEMBL:ENSGALG00000038951,ORTH,RASSF1
FlyBase:FBgn0000150,ORTH,awd
MGI:95757,ORTH,Slc2a3
ENSEMBL:ENSPTRG00000014685,ORTH,ENSEMBL:ENSPTRG00000014685
MONARCH:APO_0000110APO_0000003,GENO,competitive fitness:decreased
MP:0011032,DISO,impaired branching involved in terminal bronchiole morphogenesis
ZFIN:ZDB-GENE-060217-1,ORTH,lgi1b
ZFIN:ZDB-GENE-061215-15,ORTH,zgc:158640
ENSEMBL:ENSPTRG00000045358,ORTH,ENSEMBL:ENSPTRG00000045358
ZFIN:ZDB-GENE-031030-1,ORTH,tardbpa
ZP:0008882,DISO,"double-strand break repair via nonhomologous end joining decreased frequency, abnormal"
ENSEMBL:ENSBTAG00000046765,ORTH,ENSEMBL:ENSBTAG00000046765
MP:0008450,DISO,retinal photoreceptor degeneration
MP:0011639,DISO,decreased mitochondrial DNA content
ENSEMBL:ENSFCAG00000038056,ORTH,ENSEMBL:ENSFCAG00000038056
WBPhenotype:0001769,DISO,cytoplasmic RNAi defective
RGD:1560369,ORTH,Mageb18
ENSEMBL:ENSMMUG00000021276,ORTH,ENSEMBL:ENSMMUG00000021276
HGNC:9237,GENE,PPARGC1A
HP:0002135,DISO,Basal ganglia calcification
dictyBase:DDB_G0271282,GENO,csn7
MP:0000919,DISO,cranioschisis
FlyBase:FBgn0035675,ORTH,CG6610
FlyBase:FBgn0032596,ORTH,Prosbeta4
MP:0001475,DISO,reduced long term depression
ENSEMBL:ENSPTRG00000021594,ORTH,ENSEMBL:ENSPTRG00000021594
ENSEMBL:ENSOANG00000006879,ORTH,ENSEMBL:ENSOANG00000006879
MP:0014001,DISO,abnormal vertebral artery topology
MGI:1201674,ORTH,Smad3
HGNC:24808,GENE,TRAFD1
ENSEMBL:ENSMMUG00000008174,ORTH,ENSEMBL:ENSMMUG00000008174
WBPhenotype:0001183,DISO,fat content reduced
ENSEMBL:ENSBTAG00000054345,ORTH,ENSEMBL:ENSBTAG00000054345
ZP:0013258,DISO,"circadian rhythm process quality, abnormal"
WormBase:WBGene00004254,ORTH,pxf-1
MGI:2670976,ORTH,Fez1
ENSEMBL:ENSSSCG00000006830,ORTH,PSMA5
MP:0000378,DISO,absent hair follicles
RGD:631409,ORTH,Hsp90aa1
WBPhenotype:0001934,DISO,vulval muscle extension variant
ZFIN:ZDB-GENE-040426-2953,ORTH,ipo9
ENSEMBL:ENSECAG00000006626,ORTH,ENSEMBL:ENSECAG00000006626
MGI:88251,ORTH,Calm1
HP:0002335,DISO,Agenesis of cerebellar vermis
Coriell:GM05552,GENO,NIGMS-GM05552
ENSEMBL:ENSGALG00000036218,ORTH,RAB4A
ZP:0017557,DISO,"pharyngeal arch 3-7 decreased amount, abnormal"
ENSEMBL:ENSMMUG00000003348,ORTH,ENSEMBL:ENSMMUG00000003348
FBcv:0000367,DISO,female semi-sterile
ZP:0002494,DISO,"muscle contraction arrested, abnormal"
ENSEMBL:ENSSSCG00000014292,ORTH,HSPA4
RGD:620818,ORTH,Herpud1
ENSEMBL:ENSACAG00000003603,ORTH,ENSEMBL:ENSACAG00000003603
ENSEMBL:ENSCAFG00000016534,ORTH,ACTN1
ENSEMBL:ENSSSCG00000039094,ORTH,PLEC
WBPhenotype:0000324,DISO,short
ENSEMBL:ENSOANG00000047082,ORTH,ENSEMBL:ENSOANG00000047082
MP:0001562,DISO,abnormal circulating calcium level
MP:0010018,DISO,pulmonary vascular congestion
ENSEMBL:ENSMMUG00000045275,ORTH,ENSEMBL:ENSMMUG00000045275
ZFIN:ZDB-GENE-041114-7,ORTH,opa1
ENSEMBL:ENSBTAG00000007599,ORTH,ENSEMBL:ENSBTAG00000007599
Xenbase:XB-GENE-964820,ORTH,rpl13
Xenbase:XB-GENE-491938,ORTH,acta1
ENSEMBL:ENSOANG00000011557,ORTH,ENSEMBL:ENSOANG00000011557
WormBase:WBGene00004033,ORTH,pkc-2
ZP:0009509,DISO,"Purkinje cell decreased amount, abnormal"
ENSEMBL:ENSCAFG00000001317,ORTH,EEF1D
FBcv:0000698,DISO,embryonic/larval segmentation phenotype
ZP:0100285,DISO,"basement membrane retinal pigmented epithelium aplastic, abnormal"
dictyBase:DDB_G0269704,GENO,DDB0190486
ZP:0005798,DISO,"developmental growth decreased rate, abnormal"
ENSEMBL:ENSSSCG00000017670,ORTH,ENSEMBL:ENSSSCG00000017670
ENSEMBL:ENSMMUG00000008639,ORTH,ENSEMBL:ENSMMUG00000008639
SGD:S000000912,ORTH,KAP123
ENSEMBL:ENSECAG00000015670,ORTH,ENSEMBL:ENSECAG00000015670
HP:0003251,DISO,Male infertility
ENSEMBL:ENSFCAG00000026588,ORTH,ENSEMBL:ENSFCAG00000026588
WBPhenotype:0000218,DISO,vulval cell induction increased
ZP:0138136,DISO,"regulation of heart contraction decreased process quality, abnormal"
HP:0001212,DISO,Prominent fingertip pads
WBPhenotype:0000516,DISO,ventral cord disorganized
MP:0006219,DISO,optic nerve degeneration
WBPhenotype:0000436,DISO,protein subcellular localization variant
ENSEMBL:ENSACAG00000015910,ORTH,ENSEMBL:ENSACAG00000015910
MGI:1339708,ORTH,Neurod1
MP:0009781,DISO,abnormal preimplantation embryo development
RGD:708376,ORTH,Psmc5
ENSEMBL:ENSFCAG00000006328,ORTH,ENSEMBL:ENSFCAG00000006328
ZP:0006328,DISO,"neural tube distended, abnormal"
HP:0011645,DISO,Dilatation of the sinus of Valsalva
ENSEMBL:ENSGALG00000031284,ORTH,ENSEMBL:ENSGALG00000031284
HP:0000098,DISO,Tall stature
WBPhenotype:0000208,DISO,long defecation cycle
FlyBase:FBgn0011760,ORTH,ctp
ENSEMBL:ENSBTAG00000005503,ORTH,PRMT2
HGNC:6047,GENE,IMMT
HP:0009623,DISO,Proximal placement of thumb
ENSEMBL:ENSMODG00000017181,ORTH,ENSEMBL:ENSMODG00000017181
WormBase:WBGene00009278,ORTH,npr-33
MP:0003231,DISO,abnormal placenta vasculature
